trend_72_12_start,trend_82_12_start,trend_92_12_start,trend_02_12_start,trend_end,Site_no,paramShortName,trend_72_12,trend_82_12,trend_92_12,trend_02_12,station_nm,Gage_number,shortName,staAbbrev,constitAbbrev,drainSqKm,paStart,paLong,windowY,windowQ,windowS,minNumObs,minNumUncen,edgeAdjust,bootBreak,blockLength,nBoot,qUnit,agency_cd,site_tp_cd,dec_lat_va,dec_long_va,dec_coord_datum_cd,state_cd,country_cd,huc_cd,drain_area_va,contrib_drain_area_va,param_nm,param_units,paramNumber,blank_start1,blank_end1,blank_start2,blank_end2
,,,2002,2011,ilGBK-09,Ammonia,N,N,N,Y,W BR DU PAGE RIVER ST CHARLES RD N WEST CHICAGO,05539900,W BR DU PAGE RIVER ST CHARLES RD N WEST CHICAGO,IL,NH4,77.1,10,12,7,2,0.5,60.75,40.5,TRUE,100,100,100,1,,ST,41.91105,-88.17906,NAD83,IL,US,07120004,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilGBK-09,Nitrite plus nitrate,N,N,N,Y,W BR DU PAGE RIVER ST CHARLES RD N WEST CHICAGO,05539900,W BR DU PAGE RIVER ST CHARLES RD N WEST CHICAGO,IL,NO23,77.1,10,12,7,2,0.5,63.75,42.5,TRUE,100,100,100,1,,ST,41.91105,-88.17906,NAD83,IL,US,07120004,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilHB-42,Ammonia,N,N,N,Y,LITTLE CALUMET RIVER SOUTH S HOLMAN AV IND ST LINE N MUNSTER IN,05536195,LITTLE CALUMET RIVER SOUTH S HOLMAN AV IND ST LINE N MUNSTER IN,IN,NH4,246.8,10,12,7,2,0.5,60.75,40.5,TRUE,100,100,100,1,,ST,41.5776,-87.52203,NAD83,IN,US,07120003,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilHB-42,Nitrite plus nitrate,N,N,N,Y,LITTLE CALUMET RIVER SOUTH S HOLMAN AV IND ST LINE N MUNSTER IN,05536195,LITTLE CALUMET RIVER SOUTH S HOLMAN AV IND ST LINE N MUNSTER IN,IN,NO23,246.8,10,12,7,2,0.5,60.75,40.5,TRUE,100,100,100,1,,ST,41.5776,-87.52203,NAD83,IN,US,07120003,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilHBD-04,Ammonia,N,N,N,Y,THORN CREEK THORTON RD BR AT THORNTON,05536275,THORN CREEK THORTON RD BR AT THORNTON,IL,NH4,276.8,10,12,7,2,0.5,61.5,41,TRUE,100,100,100,1,,ST,41.56821,-87.60782,NAD83,IL,US,07120003,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilHBD-04,Nitrite plus nitrate,N,N,N,Y,THORN CREEK THORTON RD BR AT THORNTON,05536275,THORN CREEK THORTON RD BR AT THORNTON,IL,NO23,276.8,10,12,7,2,0.5,63.75,42.5,TRUE,100,100,100,1,,ST,41.56821,-87.60782,NAD83,IL,US,07120003,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilHCCC-02,Ammonia,N,N,N,Y,MIDDLE FORK N BR CHICAGO R LAKE-COOK CO LINE RD BR AT DEERFIELD,05534500,MIDDLE FORK N BR CHICAGO R LAKE-COOK CO LINE RD BR AT DEERFIELD,IL,NH4,62.1,10,12,7,2,0.5,59.25,39.5,TRUE,100,100,100,1,,ST,42.1526,-87.81833,NAD83,IL,US,07120003,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilHCCC-02,Nitrite plus nitrate,N,N,N,Y,MIDDLE FORK N BR CHICAGO R LAKE-COOK CO LINE RD BR AT DEERFIELD,05534500,MIDDLE FORK N BR CHICAGO R LAKE-COOK CO LINE RD BR AT DEERFIELD,IL,NO23,62.1,10,12,7,2,0.5,60,40,TRUE,100,100,100,1,,ST,42.1526,-87.81833,NAD83,IL,US,07120003,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilJQ-05,Nitrite plus nitrate,N,N,N,Y,CAHOKIA CREEK RT 143 BR NW EDWARDSVILLE,05587900,CAHOKIA CREEK RT 143 BR NW EDWARDSVILLE,IL,NO23,534.1,10,12,7,2,0.5,69,46,TRUE,100,100,100,1,,ST,38.8243,-89.9744,NAD83,IL,US,07140101,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilJQ-05,Total Phosphorus,N,N,N,Y,CAHOKIA CREEK RT 143 BR NW EDWARDSVILLE,05587900,CAHOKIA CREEK RT 143 BR NW EDWARDSVILLE,IL,TP,534.1,10,12,7,2,0.5,63,42,TRUE,100,100,100,1,,ST,38.8243,-89.9744,NAD83,IL,US,07140101,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2011,ilO-02,Nitrite plus nitrate,N,N,N,Y,KASKASKIA RIVER CO RD 300E BR AT COOKS MILLS,05591200,KASKASKIA RIVER CO RD 300E BR AT COOKS MILLS,IL,NO23,1228,10,12,7,2,0.5,66,44,TRUE,100,100,100,1,,ST,39.58317,-88.41335,NAD83,IL,US,07140201,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilO-08,Nitrite plus nitrate,N,N,N,Y,KASKASKIA RIVER RT 40-51 BR (GALLATIN ST) SE EDGE OF VANDALIA,05592500,KASKASKIA RIVER RT 40-51 BR (GALLATIN ST) SE EDGE OF VANDALIA,IL,NO23,5030.4,10,12,7,2,0.5,64.5,43,TRUE,100,100,100,1,,ST,38.96037,-89.08817,NAD83,IL,US,07140202,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilO-10,Ammonia,N,N,N,Y,KASKASKIA RIVER RT 128 BR 1.5 MI SE OF COWDEN,05592100,KASKASKIA RIVER RT 128 BR 1.5 MI SE OF COWDEN,IL,NH4,3451.6,10,12,7,2,0.5,58.5,39,TRUE,100,100,100,1,,ST,39.23026,-88.84228,NAD83,IL,US,07140201,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilO-11,Nitrite plus nitrate,N,N,N,Y,KASKASKIA RIVER RT 16 BR (MAIN ST) AT SHELBYVILLE BELOW DAM,05592000,KASKASKIA RIVER RT 16 BR (MAIN ST) AT SHELBYVILLE BELOW DAM,IL,NO23,2742.2,10,12,7,2,0.5,66.75,44.5,TRUE,100,100,100,1,,ST,39.40583,-88.78355,NAD83,IL,US,07140201,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOC-04,Ammonia,N,N,N,Y,RICHLAND CREEK-SOUTH RT 156 BR 1.6 MI NE OF HECKER,05595200,RICHLAND CREEK-SOUTH RT 156 BR 1.6 MI NE OF HECKER,IL,NH4,333.4,10,12,7,2,0.5,61.5,41,TRUE,100,100,100,1,,ST,38.32385,-89.97078,NAD83,IL,US,07140204,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOC-04,Nitrite plus nitrate,N,N,N,Y,RICHLAND CREEK-SOUTH RT 156 BR 1.6 MI NE OF HECKER,05595200,RICHLAND CREEK-SOUTH RT 156 BR 1.6 MI NE OF HECKER,IL,NO23,333.4,10,12,7,2,0.5,63.75,42.5,TRUE,100,100,100,1,,ST,38.32385,-89.97078,NAD83,IL,US,07140204,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOD-06,Ammonia,N,N,N,Y,SILVER CREEK RT 40 BR 3 MI SE OF TROY,05594450,SILVER CREEK RT 40 BR 3 MI SE OF TROY,IL,NH4,400.3,10,12,7,2,0.5,62.25,41.5,TRUE,100,100,100,1,,ST,38.71634,-89.82905,NAD83,IL,US,07140204,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOD-06,Nitrite plus nitrate,N,N,N,Y,SILVER CREEK RT 40 BR 3 MI SE OF TROY,05594450,SILVER CREEK RT 40 BR 3 MI SE OF TROY,IL,NO23,400.3,10,12,7,2,0.5,64.5,43,TRUE,100,100,100,1,,ST,38.71634,-89.82905,NAD83,IL,US,07140204,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOD-07,Ammonia,N,N,N,Y,SILVER CREEK RT 15 BR 2.2 MI SE OF FREEBURG,05594800,SILVER CREEK RT 15 BR 2.2 MI SE OF FREEBURG,IL,NH4,1218.4,10,12,7,2,0.5,61.5,41,TRUE,100,100,100,1,,ST,38.40633,-89.87398,NAD83,IL,US,07140204,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOD-07,Nitrite plus nitrate,N,N,N,Y,SILVER CREEK RT 15 BR 2.2 MI SE OF FREEBURG,05594800,SILVER CREEK RT 15 BR 2.2 MI SE OF FREEBURG,IL,NO23,1218.4,10,12,7,2,0.5,63.75,42.5,TRUE,100,100,100,1,,ST,38.40633,-89.87398,NAD83,IL,US,07140204,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOI-08,Nitrite plus nitrate,N,N,N,Y,SHOAL CREEK RT 50 BR 1.4 MI E OF BREESE,05594000,SHOAL CREEK RT 50 BR 1.4 MI E OF BREESE,IL,NO23,1915.9,10,12,7,2,0.5,63,42,TRUE,100,100,100,1,,ST,38.60972,-89.49444,NAD83,IL,US,07140203,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,ilOL-02,Nitrite plus nitrate,N,N,N,Y,HURRICANE CREEK RT 140 BR 1 MI E OF MULBERRY GROVE,05592800,HURRICANE CREEK RT 140 BR 1 MI E OF MULBERRY GROVE,IL,NO23,394.4,10,12,7,2,0.5,63.75,42.5,TRUE,100,100,100,1,,ST,38.92242,-89.23696,NAD83,IL,US,07140202,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,inMCHD_Eagle1,Nitrate,N,N,N,Y,Eagle Creek at 10th St.,03353500,Eagle Creek at 10th St.,IN,NO3,459.5,10,12,7,2,0.5,100,155,TRUE,100,100,100,1,,ST,39.78047,-86.25972,NAD83,IN,US,05120201,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2011,inWDE010-0007,Nitrite plus nitrate,N,N,Y,Y,Wabash River WDE010-0007,03329000,Wabash River WDE010-0007,IN,NO23,9995,10,12,7,2,0.5,100,121.5,TRUE,100,100,100,1,,ST,40.73637,-86.50491,NAD83,IN,US,05120105,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,inWTI150-0011,Nitrite plus nitrate,N,N,Y,Y,Tippecanoe River WTI150-0011,03333050,Tippecanoe River WTI150-0011,IN,NO23,4840.5,10,12,7,2,0.5,100,122.5,TRUE,100,100,100,1,,ST,40.59382,-86.77071,NAD83,IN,US,05120106,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,1982,1992,2002,2012,ksSC011,Ammonia,N,Y,Y,Y,Saline River Near Russell,06867000,Saline River Near Russell,KS,NH4,3875.8,10,12,7,2,0.5,100,136.5,TRUE,100,100,100,1,,ST,38.97063,-98.81504,NAD83,KS,US,10260009,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,,,2002,2012,ksSC011,Nitrate,N,N,N,Y,Saline River Near Russell,06867000,Saline River Near Russell,KS,NO3,3875.8,10,12,7,2,0.5,83.25,55.5,TRUE,100,100,100,1,,ST,38.97063,-98.81504,NAD83,KS,US,10260009,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC011,Total Phosphorus,N,Y,Y,Y,Saline River Near Russell,06867000,Saline River Near Russell,KS,TP,3875.8,10,12,7,2,0.5,100,137,TRUE,100,100,100,1,,ST,38.97063,-98.81504,NAD83,KS,US,10260009,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1981,,
,,,2002,2012,ksSC014,Nitrate,N,N,N,Y,North Fork Solomon River At Portis,06872500,North Fork Solomon River At Portis,KS,NO3,6225.9,10,12,7,2,0.5,69.75,46.5,TRUE,100,100,100,1,,ST,39.55428,-98.69211,NAD83,KS,US,10260012,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2012,ksSC014,Total Phosphorus,N,N,Y,Y,North Fork Solomon River At Portis,06872500,North Fork Solomon River At Portis,KS,TP,6225.9,10,12,7,2,0.5,100,67,TRUE,100,100,100,1,,ST,39.55428,-98.69211,NAD83,KS,US,10260012,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
,1982,1992,2002,2012,ksSC038,Ammonia,N,Y,Y,Y,Whitewater River At Towanda,07147070,Whitewater River At Towanda,KS,NH4,1097.2,10,12,7,2,0.5,100,141.5,TRUE,100,100,100,1,,ST,37.7963,-97.01325,NAD83,KS,US,11030017,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,,,2002,2012,ksSC038,Nitrate,N,N,N,Y,Whitewater River At Towanda,07147070,Whitewater River At Towanda,KS,NO3,1097.2,10,12,7,2,0.5,86.25,57.5,TRUE,100,100,100,1,,ST,37.7963,-97.01325,NAD83,KS,US,11030017,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC038,Nitrite plus nitrate,N,Y,Y,Y,Whitewater River At Towanda,07147070,Whitewater River At Towanda,KS,NO23,1097.2,10,12,7,2,0.5,100,133,TRUE,100,100,100,1,,ST,37.7963,-97.01325,NAD83,KS,US,11030017,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,ksSC038,Total Phosphorus,N,Y,Y,Y,Whitewater River At Towanda,07147070,Whitewater River At Towanda,KS,TP,1097.2,10,12,7,2,0.5,100,141,TRUE,100,100,100,1,,ST,37.7963,-97.01325,NAD83,KS,US,11030017,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1981,,
,,,2002,2012,ksSC098,Nitrate,N,N,N,Y,Neosho River Near Le Roy,07182510,Neosho River Near Le Roy,KS,NO3,8257.5,10,12,7,2,0.5,76.5,51,TRUE,100,100,100,1,,ST,38.083678,-95.655801,NAD83,KS,US,11070204,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1983,1992,2002,2012,ksSC098,Nitrite plus nitrate,N,Y,Y,Y,Neosho River Near Le Roy,07182510,Neosho River Near Le Roy,KS,NO23,8257.5,10,12,7,2,0.5,100,103,TRUE,100,100,100,1,,ST,38.083678,-95.655801,NAD83,KS,US,11070204,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,1983,1992,2002,2012,ksSC098,Total Phosphorus,N,Y,Y,Y,Neosho River Near Le Roy,07182510,Neosho River Near Le Roy,KS,TP,8257.5,10,12,7,2,0.5,100,103.5,TRUE,100,100,100,1,,ST,38.083678,-95.655801,NAD83,KS,US,11070204,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1981,,
1972,1982,1992,2002,2012,ksSC213,Ammonia,Y,Y,Y,Y,Spring River Near Baxter Springs,07188000,Spring River Near Baxter Springs,KS,NH4,6348.2,10,12,7,2,0.5,100,164.5,TRUE,100,100,100,1,,ST,37.023589,-94.720684,NAD83,KS,US,11070207,,,Ammonia,mg/l as N,,,,,
,,,2002,2012,ksSC213,Nitrate,N,N,N,Y,Spring River Near Baxter Springs,07188000,Spring River Near Baxter Springs,KS,NO3,6348.2,10,12,7,2,0.5,100,81.5,TRUE,100,100,100,1,,ST,37.023589,-94.720684,NAD83,KS,US,11070207,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC213,Nitrite plus nitrate,N,Y,Y,Y,Spring River Near Baxter Springs,07188000,Spring River Near Baxter Springs,KS,NO23,6348.2,10,12,7,2,0.5,100,136,TRUE,100,100,100,1,,ST,37.023589,-94.720684,NAD83,KS,US,11070207,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
1972,1982,1992,2002,2012,ksSC213,Total Phosphorus,Y,Y,Y,Y,Spring River Near Baxter Springs,07188000,Spring River Near Baxter Springs,KS,TP,6348.2,10,12,7,2,0.5,100,165.5,TRUE,100,100,100,1,,ST,37.023589,-94.720684,NAD83,KS,US,11070207,,,Total Phosphorus,mg/l as P,,,,,
1972,1982,1992,2002,2012,ksSC215,Ammonia,Y,Y,Y,Y,Verdigris River Near Coffeyville,07171000,Verdigris River Near Coffeyville,KS,NH4,8546.4,10,12,7,2,0.5,100,163,TRUE,100,100,100,1,,ST,37.00553,-95.59228,NAD83,KS,US,11070103,,,Ammonia,mg/l as N,,,,,
,,,2002,2012,ksSC215,Nitrate,N,N,N,Y,Verdigris River Near Coffeyville,07171000,Verdigris River Near Coffeyville,KS,NO3,8546.4,10,12,7,2,0.5,100,81,TRUE,100,100,100,1,,ST,37.00553,-95.59228,NAD83,KS,US,11070103,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC215,Nitrite plus nitrate,N,Y,Y,Y,Verdigris River Near Coffeyville,07171000,Verdigris River Near Coffeyville,KS,NO23,8546.4,10,12,7,2,0.5,100,132,TRUE,100,100,100,1,,ST,37.00553,-95.59228,NAD83,KS,US,11070103,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
1972,1982,1992,2002,2012,ksSC215,Total Phosphorus,Y,Y,Y,Y,Verdigris River Near Coffeyville,07171000,Verdigris River Near Coffeyville,KS,TP,8546.4,10,12,7,2,0.5,100,164,TRUE,100,100,100,1,,ST,37.00553,-95.59228,NAD83,KS,US,11070103,,,Total Phosphorus,mg/l as P,,,,,
1972,1982,1992,2002,2012,ksSC218,Ammonia,Y,Y,Y,Y,Arkansas River Near Arkansas City,07146500,Arkansas River Near Arkansas City,KS,NH4,109234.2,10,12,7,2,0.5,100,164.5,TRUE,100,100,100,1,,ST,37.05641,-97.05897,NAD83,KS,US,11030013,,,Ammonia,mg/l as N,,,,,
,,,2002,2012,ksSC218,Nitrate,N,N,N,Y,Arkansas River Near Arkansas City,07146500,Arkansas River Near Arkansas City,KS,NO3,109234.2,10,12,7,2,0.5,100,82.5,TRUE,100,100,100,1,,ST,37.05641,-97.05897,NAD83,KS,US,11030013,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC218,Nitrite plus nitrate,N,Y,Y,Y,Arkansas River Near Arkansas City,07146500,Arkansas River Near Arkansas City,KS,NO23,109234.2,10,12,7,2,0.5,100,134,TRUE,100,100,100,1,,ST,37.05641,-97.05897,NAD83,KS,US,11030013,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
1972,1982,1992,2002,2012,ksSC218,Total Phosphorus,Y,Y,Y,Y,Arkansas River Near Arkansas City,07146500,Arkansas River Near Arkansas City,KS,TP,109234.2,10,12,7,2,0.5,100,167.5,TRUE,100,100,100,1,,ST,37.05641,-97.05897,NAD83,KS,US,11030013,,,Total Phosphorus,mg/l as P,,,,,
,,,2002,2012,ksSC222,Nitrate,N,N,N,Y,"Cimarron River Near Forgan, Oklahoma",07156900,"Cimarron River Near Forgan, Oklahoma",KS,NO3,16473.2,10,12,7,2,0.5,75,50,TRUE,100,100,100,1,,ST,37.01163,-100.49189,NAD83,KS,US,11040006,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2012,ksSC222,Total Phosphorus,N,N,Y,Y,"Cimarron River Near Forgan, Oklahoma",07156900,"Cimarron River Near Forgan, Oklahoma",KS,TP,16473.2,10,12,7,2,0.5,96,64,TRUE,100,100,100,1,,ST,37.01163,-100.49189,NAD83,KS,US,11040006,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
1972,,1992,2002,2012,ksSC223,Ammonia,Y,N,Y,Y,Arkansas River At Coolidge,07137500,Arkansas River At Coolidge,KS,NH4,63277.6,10,12,7,2,0.5,100,120,TRUE,100,100,100,1,,ST,38.02837,-102.01172,NAD83,KS,US,11030001,,,Ammonia,mg/l as N,,10/01/1981,09/30/1991,,
,,,2002,2012,ksSC223,Nitrate,N,N,N,Y,Arkansas River At Coolidge,07137500,Arkansas River At Coolidge,KS,NO3,63277.6,10,12,7,2,0.5,100,76,TRUE,100,100,100,1,,ST,38.02837,-102.01172,NAD83,KS,US,11030001,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2012,ksSC223,Nitrite plus nitrate,N,N,Y,Y,Arkansas River At Coolidge,07137500,Arkansas River At Coolidge,KS,NO23,63277.6,10,12,7,2,0.5,100,93,TRUE,100,100,100,1,,ST,38.02837,-102.01172,NAD83,KS,US,11030001,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
1972,,1992,2002,2012,ksSC223,Total Phosphorus,Y,N,Y,Y,Arkansas River At Coolidge,07137500,Arkansas River At Coolidge,KS,TP,63277.6,10,12,7,2,0.5,100,120.5,TRUE,100,100,100,1,,ST,38.02837,-102.01172,NAD83,KS,US,11030001,,,Total Phosphorus,mg/l as P,,10/01/1981,09/30/1991,,
1972,1982,1992,2002,2012,ksSC231,Ammonia,Y,Y,Y,Y,"Republican River Near Hardy, Nebraska",06853500,"Republican River Near Hardy, Nebraska",KS,NH4,51794.8,10,12,7,2,0.5,100,157.5,TRUE,100,100,100,1,,ST,39.99277,-97.93205,NAD83,KS,US,10250016,,,Ammonia,mg/l as N,,,,,
,,,2002,2012,ksSC231,Nitrate,N,N,N,Y,"Republican River Near Hardy, Nebraska",06853500,"Republican River Near Hardy, Nebraska",KS,NO3,51794.8,10,12,7,2,0.5,100,78.5,TRUE,100,100,100,1,,ST,39.99277,-97.93205,NAD83,KS,US,10250016,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC231,Nitrite plus nitrate,N,Y,Y,Y,"Republican River Near Hardy, Nebraska",06853500,"Republican River Near Hardy, Nebraska",KS,NO23,51794.8,10,12,7,2,0.5,100,129.5,TRUE,100,100,100,1,,ST,39.99277,-97.93205,NAD83,KS,US,10250016,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
1972,1982,1992,2002,2011,ksSC231,Total Phosphorus,Y,Y,Y,Y,"Republican River Near Hardy, Nebraska",06853500,"Republican River Near Hardy, Nebraska",KS,TP,51794.8,10,12,7,2,0.5,100,159.5,TRUE,100,100,100,1,,ST,39.99277,-97.93205,NAD83,KS,US,10250016,,,Total Phosphorus,mg/l as P,,,,,
,,1992,2002,2012,ksSC232,Ammonia,N,N,Y,Y,Little Blue River Near Hollenberg,06884000,Little Blue River Near Hollenberg,KS,NH4,146506.7,10,12,7,2,0.5,100,123,TRUE,100,100,100,1,,ST,39.98039,-97.00431,NAD83,KS,US,10270207,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,,2002,2012,ksSC232,Nitrate,N,N,N,Y,Little Blue River Near Hollenberg,06884000,Little Blue River Near Hollenberg,KS,NO3,146506.7,10,12,7,2,0.5,100,76,TRUE,100,100,100,1,,ST,39.98039,-97.00431,NAD83,KS,US,10270207,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2012,ksSC232,Nitrite plus nitrate,N,N,Y,Y,Little Blue River Near Hollenberg,06884000,Little Blue River Near Hollenberg,KS,NO23,146506.7,10,12,7,2,0.5,100,95,TRUE,100,100,100,1,,ST,39.98039,-97.00431,NAD83,KS,US,10270207,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,,2002,2012,ksSC232,"Orthophosphate, unfiltered",N,N,N,Y,Little Blue River Near Hollenberg,06884000,Little Blue River Near Hollenberg,KS,OrthoP_UF,146506.7,10,12,7,2,0.5,60.75,40.5,TRUE,100,100,100,1,,ST,39.98039,-97.00431,NAD83,KS,US,10270207,,,"Orthophosphate, unfiltered",mg/l as P,,10/01/1971,09/30/2001,,
,,1992,2002,2012,ksSC232,Total Phosphorus,N,N,Y,Y,Little Blue River Near Hollenberg,06884000,Little Blue River Near Hollenberg,KS,TP,146506.7,10,12,7,2,0.5,100,125,TRUE,100,100,100,1,,ST,39.98039,-97.00431,NAD83,KS,US,10270207,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
1972,1982,1992,2002,2012,ksSC233,Ammonia,Y,Y,Y,Y,Big Blue River Near Oketo,06882000,Big Blue River Near Oketo,KS,NH4,11981.7,10,12,7,2,0.5,100,155,TRUE,100,100,100,1,,ST,39.95781,-96.60998,NAD83,KS,US,10270205,,,Ammonia,mg/l as N,,,,,
,,,2002,2012,ksSC233,Nitrate,N,N,N,Y,Big Blue River Near Oketo,06882000,Big Blue River Near Oketo,KS,NO3,11981.7,10,12,7,2,0.5,100,75,TRUE,100,100,100,1,,ST,39.95781,-96.60998,NAD83,KS,US,10270205,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,ksSC233,Nitrite plus nitrate,N,Y,Y,Y,Big Blue River Near Oketo,06882000,Big Blue River Near Oketo,KS,NO23,11981.7,10,12,7,2,0.5,100,129.5,TRUE,100,100,100,1,,ST,39.95781,-96.60998,NAD83,KS,US,10270205,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,,2002,2012,ksSC233,"Orthophosphate, unfiltered",N,N,N,Y,Big Blue River Near Oketo,06882000,Big Blue River Near Oketo,KS,OrthoP_UF,11981.7,10,12,7,2,0.5,60.75,40.5,TRUE,100,100,100,1,,ST,39.95781,-96.60998,NAD83,KS,US,10270205,,,"Orthophosphate, unfiltered",mg/l as P,,10/01/1971,09/30/2001,,
1972,1982,1992,2002,2012,ksSC233,Total Phosphorus,Y,Y,Y,Y,Big Blue River Near Oketo,06882000,Big Blue River Near Oketo,KS,TP,11981.7,10,12,7,2,0.5,100,157,TRUE,100,100,100,1,,ST,39.95781,-96.60998,NAD83,KS,US,10270205,,,Total Phosphorus,mg/l as P,,,,,
,1982,1992,2002,2011,ksSC239,Ammonia,N,Y,Y,Y,Soldier Creek Near Topeka,06889500,Soldier Creek Near Topeka,KS,NH4,771.3,10,12,7,2,0.5,100,135,TRUE,100,100,100,1,,ST,39.09973,-95.72473,NAD83,KS,US,10270102,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,,,2002,2011,ksSC239,Nitrate,N,N,N,Y,Soldier Creek Near Topeka,06889500,Soldier Creek Near Topeka,KS,NO3,771.3,10,12,7,2,0.5,86.25,57.5,TRUE,100,100,100,1,,ST,39.09973,-95.72473,NAD83,KS,US,10270102,,,Nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2011,ksSC239,Nitrite plus nitrate,N,Y,Y,Y,Soldier Creek Near Topeka,06889500,Soldier Creek Near Topeka,KS,NO23,771.3,10,12,7,2,0.5,100,127,TRUE,100,100,100,1,,ST,39.09973,-95.72473,NAD83,KS,US,10270102,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2011,ksSC239,Total Phosphorus,N,Y,Y,Y,Soldier Creek Near Topeka,06889500,Soldier Creek Near Topeka,KS,TP,771.3,10,12,7,2,0.5,100,135.5,TRUE,100,100,100,1,,ST,39.09973,-95.72473,NAD83,KS,US,10270102,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1981,,
